name,englishName,year,director,cinima,playTime,endTime
摩托日记,The Motorcycle Diaries,2004,,小西天(2),2025-01-09 18:30:00,2025-01-09 20:36:00
生活的颤音,The Thrill of Life,1979,,小西天,2025-01-09 19:00:00,2025-01-09 20:53:00
夜深沉,The Night,1941,,小西天(2),2025-01-10 18:30:00,2025-01-10 20:19:00
超脱,Detachment,2011,,百子湾,2025-01-10 19:00:00,2025-01-10 20:34:00
人生,Life,1984,,小西天,2025-01-10 19:00:00,2025-01-10 21:17:00
孩子王,King of the Children,1987,,小西天,2025-01-11 11:00:00,2025-01-11 12:46:00
大腕,Big Shots Funeral,2001,,百子湾,2025-01-11 13:30:00,2025-01-11 15:16:00
码头风云,On the Waterfront,1954,,小西天,2025-01-11 13:30:00,2025-01-11 15:18:00
东京塔,Tokyo Tower,2007,,百子湾,2025-01-11 15:45:00,2025-01-11 18:07:00
上海小姐,The Lady from Shanghai,1947,,小西天,2025-01-11 16:00:00,2025-01-11 17:27:00
情书,Love Letter,1995,,小西天,2025-01-11 18:10:00,2025-01-11 20:07:00
绿洲,Oasis,2002,,百子湾,2025-01-11 18:45:00,2025-01-11 20:58:00
红高粱,Red Sorghum,1987,,小西天,2025-01-12 11:00:00,2025-01-12 12:32:00
奇爱博士,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,,小西天,2025-01-12 13:30:00,2025-01-12 15:05:00
太太万岁,Long Live the Mistresses,1947,,百子湾,2025-01-12 13:30:00,2025-01-12 15:23:00
逍遥骑士,Easy Rider,1969,,小西天,2025-01-12 15:45:00,2025-01-12 17:21:00
奇美拉,La Chimera,2023,,百子湾,2025-01-12 15:45:00,2025-01-12 17:51:00
玩乐时间,Play Time,1967,,小西天,2025-01-12 18:00:00,2025-01-12 20:04:00
这时对，那时错,"Right Now, Wrong Then",2015,,百子湾,2025-01-12 18:20:00,2025-01-12 20:20:00
穆桂英大战洪州,The Battle of Hongzhou County,1963,,小西天(2),2025-01-14 18:30:00,2025-01-14 20:41:00
风雨之夜,The Stormy Night,1925,,小西天,2025-01-14 19:00:00,2025-01-14 20:23:00
激情,Passion,2008,,小西天(2),2025-01-15 18:30:00,2025-01-15 20:25:00
乔老爷上轿,Master Qiao Mounts The Sedan,1959,,百子湾,2025-01-15 19:00:00,2025-01-15 20:12:00
一板之隔,The Dividing Wall,1952,,小西天,2025-01-15 19:00:00,2025-01-15 20:37:00
“炼”爱,Hard Love,2021,,小西天(2),2025-01-16 18:30:00,2025-01-16 20:07:00
黑炮事件,The Black Cannon Incident,1986,,小西天,2025-01-16 19:00:00,2025-01-16 20:39:00
金色茧房,Inside the Yellow Cocoon Shell,2023,,小西天(2),2025-01-17 18:30:00,2025-01-17 21:29:00
平原上的夏洛克,Summer Detective,2019,,百子湾,2025-01-17 19:00:00,2025-01-17 20:38:00
百鸟朝凤,Song of the Phoenix,2013,,小西天,2025-01-17 19:00:00,2025-01-17 20:52:00
英雄,Hero,2002,,小西天,2025-01-18 11:00:00,2025-01-18 12:38:00
克莱默夫妇,Kramer vs. Kramer,1979,,小西天,2025-01-18 13:30:00,2025-01-18 15:15:00
宇宙探索编辑部,Journey to the West,2023,,百子湾,2025-01-18 13:30:00,2025-01-18 15:28:00
中间时代,The Middle Ages,2022,,百子湾,2025-01-18 16:00:00,2025-01-18 17:29:00
土拨鼠之日,Groundhog Day,1993,,小西天,2025-01-18 16:00:00,2025-01-18 17:41:00
鸟类变形记,The Metamorphosis of Birds,2020,,百子湾,2025-01-18 18:00:00,2025-01-18 19:41:00
七武士,Seven Samurai,1954,,小西天,2025-01-18 18:30:00,2025-01-18 21:57:00
被遗忘的祖先的阴影,Shadows of Forgotten Ancestors,1965,,小西天,2025-01-19 10:30:00,2025-01-19 12:06:00
亚利桑那之梦,Arizona Dream,1993,,小西天,2025-01-19 13:00:00,2025-01-19 15:21:00
气球,Balloon,2019,,百子湾,2025-01-19 13:30:00,2025-01-19 15:12:00
黑猫白猫,"Black Cat, White Cat",1998,,百子湾,2025-01-19 15:45:00,2025-01-19 17:54:00
大河恋,A River Runs Through It,1992,,小西天,2025-01-19 16:00:00,2025-01-19 18:03:00
地下,Underground,1995,,百子湾,2025-01-19 18:30:00,2025-01-19 21:20:00
伴我同行,Stand by Me,1986,,小西天,2025-01-19 19:00:00,2025-01-19 20:29:00
