name,englishName,year,director,cinima,playTime,endTime
牺牲,The Sacrifice,1986,,小西天,2025-05-24 15:40:00,2025-05-24 18:09:00
铁皮鼓,The Tin Drum,1979,,百子湾,2025-05-24 16:15:00,2025-05-24 18:38:00
金鹰,The Golden Eagle,1964,,小西天(2),2025-05-24 16:40:00,2025-05-24 18:27:00
碧水寒山夺命金,The Enigmatic Case,1980,,小西天,2025-05-24 19:00:00,2025-05-24 20:29:00
德州巴黎,"Paris, Texas",1984,,百子湾,2025-05-24 19:10:00,2025-05-24 21:35:00
天使爱美丽,Amelie,2001,,小西天,2025-05-25 10:30:00,2025-05-25 12:31:00
三看御妹刘金定,Princess Falls in Love,1962,,小西天(2),2025-05-25 13:00:00,2025-05-25 14:54:00
大腕,Big Shot’s Funeral,2001,,小西天,2025-05-25 13:10:00,2025-05-25 14:56:00
下一站，天国,After Life,1998,,百子湾,2025-05-25 13:30:00,2025-05-25 15:28:00
同命鸳鸯,The Eternal Love,1960,,小西天,2025-05-25 15:30:00,2025-05-25 17:03:00
让娜·迪尔曼,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,,百子湾,2025-05-25 16:00:00,2025-05-25 19:21:00
笼民,Cageman,1992,,小西天,2025-05-25 18:30:00,2025-05-25 21:00:00
柳毅传书,Liu Yi Delivers A Mail,1962,,小西天(2),2025-05-27 18:30:00,2025-05-27 20:21:00
可可西里,Kekexili: Mountain Patrol,2004,,小西天,2025-05-27 19:00:00,2025-05-27 20:29:00
特写,Close-Up,1990,,小西天(2),2025-05-28 18:30:00,2025-05-28 20:08:00
哀乐中年,Sorrows and Joys of a Middle-Aged Man,1949,,小西天,2025-05-28 19:00:00,2025-05-28 20:49:00
太平春,Spring of Peace,1950,,百子湾,2025-05-28 19:00:00,2025-05-28 20:49:00
恐惧的代价,The Wages of Fear,1953,,小西天(2),2025-05-29 18:30:00,2025-05-29 21:03:00
影子部队,The Army of Shadows,1969,,小西天,2025-05-29 19:00:00,2025-05-29 21:24:00
恶魔,Diabolique,1955,,小西天(2),2025-05-30 18:30:00,2025-05-30 20:27:00
2046,2046,2004,,小西天,2025-05-30 19:00:00,2025-05-30 21:09:00
牺牲,The Sacrifice,1986,,百子湾,2025-05-30 19:00:00,2025-05-30 21:29:00
阿飞正传,Days of Being Wild,1990,,小西天,2025-05-31 11:00:00,2025-05-31 12:34:00
圣女贞德的审判,The Trial of Joan of Arc,1962,,百子湾,2025-05-31 13:30:00,2025-05-31 14:34:00
花样年华,In the Mood for Love,2000,,小西天,2025-05-31 13:30:00,2025-05-31 15:08:00
钱,Money,1983,,百子湾,2025-05-31 15:10:00,2025-05-31 16:34:00
爱神-手,The Hand,2004,,小西天,2025-05-31 16:00:00,2025-05-31 16:56:00
穆赫兰道,Mulholland Drive,2001,,百子湾,2025-05-31 17:10:00,2025-05-31 19:37:00
春光乍泄,Happy Together,1997,,小西天,2025-05-31 18:00:00,2025-05-31 19:36:00
