name,englishName,year,director,cinima,playTime,endTime
新桥恋人,The Lovers on the Bridge,1991,,小西天,2026-01-22 19:00:00,2026-01-22 21:05:00
嘉年华,Angels Wear White,2017,,小西天(2),2026-01-23 18:30:00,2026-01-23 20:17:00
玩乐时间,Play Time,1967,,百子湾,2026-01-23 19:00:00,2026-01-23 21:04:00
飞越疯人院,One Flew Over the Cuckoo's Nest,1975,,小西天,2026-01-23 19:00:00,2026-01-23 21:14:00
现代启示录 最终剪辑版,Apocalypse Now: Final Cut,1979,,小西天,2026-01-24 11:00:00,2026-01-24 14:02:00
苔丝,Tess,1979,,百子湾,2026-01-24 13:30:00,2026-01-24 16:21:00
正气歌,Song of Guerrilla,1941,,小西天(2),2026-01-24 14:00:00,2026-01-24 15:25:00
2001太空漫游,2001: A Space Odyssey,1968,,小西天,2026-01-24 15:00:00,2026-01-24 17:29:00
前程万里,Glorious Future,1940,,小西天(2),2026-01-24 16:00:00,2026-01-24 17:49:00
子弹横飞百老汇,Bullets Over Broadway,1994,,百子湾,2026-01-24 16:50:00,2026-01-24 18:29:00
巴里·林登,Barry Lyndon,1975,,小西天,2026-01-24 18:30:00,2026-01-24 21:35:00
解构爱情狂,Deconstructing Harry,1997,,百子湾,2026-01-24 19:00:00,2026-01-24 20:31:00
爱在黎明破晓前,Before Sunrise,1995,,小西天,2026-01-25 11:00:00,2026-01-25 12:41:00
爱在日落黄昏时,Before Sunset,2004,,小西天,2026-01-25 13:30:00,2026-01-25 14:50:00
三只猴子,Three Monkeys,2008,,百子湾,2026-01-25 13:30:00,2026-01-25 15:16:00
珠江泪,,1950,,小西天(2),2026-01-25 14:00:00,2026-01-25 15:54:00
傲慢与偏见,Pride & Prejudice,2005,,小西天,2026-01-25 15:30:00,2026-01-25 17:37:00
赛末点,Match Point,2005,,百子湾,2026-01-25 15:45:00,2026-01-25 17:49:00
反对细菌战,,1952,,小西天(2),2026-01-25 16:30:00,2026-01-25 17:54:00
独家新闻,Scoop,2006,,百子湾,2026-01-25 18:20:00,2026-01-25 19:55:00
盗火线,Heat,1995,,小西天,2026-01-25 18:30:00,2026-01-25 21:20:00
借东风,Borrowing East Wind,1957,,小西天(2),2026-01-27 18:30:00,2026-01-27 20:05:00
世界,The World,2004,,小西天,2026-01-27 19:00:00,2026-01-27 20:48:00
甜蜜与卑微,Sweet and Lowdown,1999,,小西天(2),2026-01-28 18:30:00,2026-01-28 20:01:00
孤岛天堂,Orphan Island Paradise,1939,,小西天,2026-01-28 19:00:00,2026-01-28 20:45:00
南海潮（上集）,Waves on the South-China Sea,1958,,百子湾,2026-01-28 19:00:00,2026-01-28 20:49:00
业余小偷,Small Time Crooks,2000,,小西天(2),2026-01-29 18:30:00,2026-01-29 20:04:00
晒后假日,Aftersun,2022,,小西天,2026-01-29 19:00:00,2026-01-29 20:41:00
玉蝎子的魔咒,The Curse of the Jade Scorpion,2001,,小西天(2),2026-01-30 18:30:00,2026-01-30 20:12:00
方形,The Square,2017,,百子湾,2026-01-30 19:00:00,2026-01-30 21:31:00
萨拉戈萨手稿 导演剪辑版,The Saragossa Manuscript Director's Cut,1965,,小西天,2026-01-30 19:00:00,2026-01-30 22:03:00
地狱花,The Flower in Hell,1958,,小西天,2026-01-31 11:00:00,2026-01-31 12:26:00
2001太空漫游,2001: A Space Odyssey,1968,,小西天,2026-01-31 13:10:00,2026-01-31 15:39:00
名人百态,Celebrity,1998,,百子湾,2026-01-31 13:30:00,2026-01-31 15:19:00
人人都说我爱你,Everyone Says I Love You,1996,,百子湾,2026-01-31 15:45:00,2026-01-31 17:21:00
巴里·林登,Barry Lyndon,1975,,小西天,2026-01-31 16:20:00,2026-01-31 19:25:00
德州巴黎,"Paris, Texas",1984,,百子湾,2026-01-31 18:00:00,2026-01-31 20:25:00
库布里克谈库布里克,Kubrick by Kubrick,2020,,小西天,2026-01-31 20:10:00,2026-01-31 21:23:00
