name,englishName,year,director,cinima,playTime,endTime
风筝,Fengzheng / The Magic of the Kite / 风筝 / 風箏（2K）,1958,王家乙/罗歇·皮戈,百子湾,2024-06-12 19:00:00,2024-06-12 20:22:00
有一家人家,There is a Family,1951,桑弧,小西天,2024-06-12 19:00:00,2024-06-12 20:37:00
夏日细语,The Quiet Girl,2022,科尔姆·拜瑞德,小西天(2),2024-06-13 18:30:00,2024-06-13 20:05:00
青木瓜之味,The Scent of Green Papaya,1993,陈英雄,小西天,2024-06-13 19:00:00,2024-06-13 20:39:00
大卫·林奇：艺术人生,David Lynch - The Art Life,2016,乔恩·阮 Jon Nguyen/瑞克·巴恩斯 Rick Barnes/奥利维亚·内尔加德-霍尔姆 Olivia Neergaard-Holm,小西天(2),2024-06-14 18:30:00,2024-06-14 19:58:00
黑炮事件,Heipao shijian / The Black Cannon Incident / 黑炮事件（2K）,1985,黄建新,小西天,2024-06-14 19:00:00,2024-06-14 20:35:00
南极料理人,The Chef of South Polar,2009,冲田修一  Shûichi Okita,百子湾,2024-06-14 19:00:00,2024-06-14 21:05:00
地球之盐,The Salt of the Earth,2014,维姆·文德斯/朱利安·诺里贝罗·萨尔加多 Juliano Ribeiro Salgado,小西天,2024-06-15 11:00:00,2024-06-15 12:50:00
轮回,Samsara,1988,黄建新,小西天,2024-06-15 13:30:00,2024-06-15 15:40:00
横道世之介,A Story of Yonosuke,2013,冲田修一 Shûichi Okita,百子湾,2024-06-15 13:30:00,2024-06-15 16:10:00
蔑视,Contempt,1963,让-吕克·戈达尔,小西天,2024-06-15 16:30:00,2024-06-15 18:13:00
有熊谷守一在的地方,"Mori, The Artist's Habitat",2018,冲田修一 Shûichi Okita,百子湾,2024-06-15 16:40:00,2024-06-15 18:19:00
我啊，走自己的路,I Shall Live by Myself,2020,冲田修一 Shûichi Okita,百子湾,2024-06-15 19:00:00,2024-06-15 21:18:00
尤里西斯的凝视,Ulysses' Gaze,1995,西奥·安哲罗普洛斯,小西天,2024-06-15 19:00:00,2024-06-15 21:57:00
晒后假日,Aftersun,2022,夏洛特·威尔斯,小西天,2024-06-16 11:00:00,2024-06-16 12:41:00
钢的琴,The Piano in a Factory,2010,张猛,百子湾,2024-06-16 13:30:00,2024-06-16 15:16:00
山河故人,Mountains May Depart,2015,贾樟柯,小西天,2024-06-16 13:30:00,2024-06-16 15:36:00
回归,The Return,2003,安德烈·兹维亚金采夫,百子湾,2024-06-16 15:45:00,2024-06-16 17:31:00
穆赫兰道,Mulholland Drive,2001,大卫·林奇 David Lynch,小西天,2024-06-16 16:20:00,2024-06-16 18:47:00
之后,The Day After,2017,洪常秀 Sang-soo Hong,百子湾,2024-06-16 18:00:00,2024-06-16 19:31:00
地下,Underground,1995,埃米尔·库斯图里卡 Emir Kusturiča,小西天,2024-06-16 19:30:00,2024-06-16 22:20:00
盖叫天的舞台艺术,The Stage Art of Gai Jiaotian,1954,白沉,小西天(2),2024-06-18 18:30:00,2024-06-18 20:05:00
情书,Love Letter,1995,岩井俊二,小西天,2024-06-18 19:00:00,2024-06-18 20:57:00
弗兰西丝·哈,Frances Ha,2012,诺亚·鲍姆巴赫 Noah Baumbach,小西天(2),2024-06-19 18:30:00,2024-06-19 19:56:00
风筝,Fengzheng / The Magic of the Kite / 风筝 / 風箏（2K）,1958,王家乙/罗歇·皮戈,小西天,2024-06-19 19:00:00,2024-06-19 20:22:00
归来,Coming Home,1934,朱石麟,百子湾,2024-06-19 19:00:00,2024-06-19 20:34:00
拨浪鼓咚咚响,Like Father and Son,2023,白志强,小西天(2),2024-06-20 18:30:00,2024-06-20 20:07:00
雄吕血,Orochi,1925,二川文太郎,小西天,2024-06-20 19:00:00,2024-06-20 20:41:00
吉祥如意,The Reunions,2020,大鹏,小西天(2),2024-06-21 18:30:00,2024-06-21 19:50:00
必是天堂,It Must Be Heaven,2019,伊利亚·苏雷曼 Elia Suleiman,百子湾,2024-06-21 19:00:00,2024-06-21 20:41:00
默片解说员,Talking the Pictures,2019,周防正行,小西天,2024-06-21 19:00:00,2024-06-21 21:06:00
白日焰火,"Black Coal, Thin Ice",2014,刁亦男,小西天,2024-06-22 10:30:00,2024-06-22 12:15:00
十诫（上）,Dekalog(1-5),1989,克日什托夫·基耶斯洛夫斯基 Krzysztof Kieślowski,小西天,2024-06-22 13:00:00,2024-06-22 17:41:00
柏林苍穹下,Wings of Desire,1987,维姆·文德斯,百子湾,2024-06-22 13:30:00,2024-06-22 15:39:00
乐满哈瓦那,Buena Vista Social Club,1999,维姆·文德斯,百子湾,2024-06-22 16:10:00,2024-06-22 17:51:00
地球之盐,The Salt of the Earth,2014,维姆·文德斯/朱利安·诺里贝罗·萨尔加多 Juliano Ribeiro Salgado,百子湾,2024-06-22 18:20:00,2024-06-22 20:10:00
幽玄,Yugen,2019,坂东玉三郎,小西天,2024-06-22 19:00:00,2024-06-22 21:01:00
路边野餐,Kaili Blues,2015,毕赣,小西天,2024-06-23 10:30:00,2024-06-23 12:20:00
十诫（下）,Dekalog(6-10),1989,克日什托夫·基耶斯洛夫斯基 Krzysztof Kieślowski,小西天,2024-06-23 13:00:00,2024-06-23 17:43:00
随心所欲,My Life to Live,1962,让-吕克·戈达尔,百子湾,2024-06-23 13:30:00,2024-06-23 14:54:00
阿涅斯论瓦尔达,Varda by Agnès,2019,阿涅斯·瓦尔达 Agnès Varda,百子湾,2024-06-23 15:30:00,2024-06-23 17:31:00
风声,The Message,2009,陈国富/高群书,百子湾,2024-06-23 18:00:00,2024-06-23 19:58:00
旋涡,Vortex,2021,加斯帕·诺,小西天,2024-06-23 19:00:00,2024-06-23 21:22:00
洛神,Goddess Luo River,1955,吴祖光,小西天(2),2024-06-25 18:30:00,2024-06-25 19:35:00
横道世之介,A Story of Yonosuke,2013,冲田修一 Shûichi Okita,小西天,2024-06-25 19:00:00,2024-06-25 21:40:00
我啊，走自己的路,I Shall Live by Myself,2020,冲田修一 Shûichi Okita,小西天(2),2024-06-26 18:30:00,2024-06-26 20:48:00
风从东方来,Wind From the East,1959,干学伟,小西天,2024-06-26 19:00:00,2024-06-26 20:35:00
李善子,Li Shanzi,1964,郑君里,百子湾,2024-06-26 19:00:00,2024-06-26 20:45:00
滑板少年,Minding the Gap,2018,刘冰,小西天(2),2024-06-27 18:30:00,2024-06-27 20:03:00
亲密,Close,2022,卢卡斯·德霍特,小西天,2024-06-27 19:00:00,2024-06-27 20:45:00
回归,The Return,2003,安德烈·兹维亚金采夫,小西天(2),2024-06-28 18:30:00,2024-06-28 20:16:00
大腕,Big Shot's Funeral,2001,冯小刚,小西天,2024-06-28 19:00:00,2024-06-28 20:47:00
音魂掠影,Ennio,2021,朱塞佩·托纳多雷,百子湾,2024-06-28 19:00:00,2024-06-28 21:36:00
江湖儿女,Ash is Purest White,2018,贾樟柯,小西天,2024-06-29 11:00:00,2024-06-29 13:16:00
晒后假日,Aftersun,2022,夏洛特·威尔斯,百子湾,2024-06-29 13:30:00,2024-06-29 15:11:00
洛可兄弟,Rocco and His Brothers,1960,卢基诺·维斯康蒂,小西天,2024-06-29 14:00:00,2024-06-29 16:59:00
甜蜜的生活,The Sweet Life,1960,费德里科·费里尼 Federico Fellini,百子湾,2024-06-29 15:40:00,2024-06-29 18:35:00
美国往事,Once Upon a Time in America,1984,赛尔乔·莱昂内 Sergio Leone,小西天,2024-06-29 17:40:00,2024-06-29 21:51:00
八部半,8½,1963,费德里科·费里尼,百子湾,2024-06-29 19:10:00,2024-06-29 21:29:00
刺客聂隐娘,The Assassin,2015,侯孝贤,小西天,2024-06-30 10:30:00,2024-06-30 12:16:00
罗曼蒂克消亡史,The Wasted Times,2016,程耳,小西天,2024-06-30 13:00:00,2024-06-30 15:05:00
转转,Adrift in Tokyo,2007,三木聪,百子湾,2024-06-30 13:30:00,2024-06-30 15:11:00
旋涡,Vortex,2021,加斯帕·诺,百子湾,2024-06-30 15:40:00,2024-06-30 18:02:00
格雷戈尔夫妇-跟我来电影院吧,Come With Me to the Cinema – The Gregors,2022,艾丽丝·阿涅斯基什纳,小西天,2024-06-30 15:45:00,2024-06-30 18:20:00
坂本龙一：终曲,Ryuichi Sakamoto: CODA,2017,史蒂芬·野村·斯奇博 Stephen Nomura Schible,百子湾,2024-06-30 18:30:00,2024-06-30 20:10:00
尤里西斯的凝视,Ulysses' Gaze,1995,西奥·安哲罗普洛斯,小西天,2024-06-30 19:00:00,2024-06-30 21:57:00
