name,englishName,year,director,cinima,playTime,endTime
加加林,Gagarine,2021,,小西天(2),2023-06-08 18:30:00,2023-06-08 20:07:00
四个春天,Four Springs,2017,,小西天,2023-06-08 19:00:00,2023-06-08 20:45:00
我们都是木头人,We Are Little Zombies,2019,,小西天(2),2023-06-09 18:30:00,2023-06-09 20:30:00
盘丝洞,The Spider Cave,1927,,百子湾,2023-06-09 19:00:00,2023-06-09 20:08:00
老井,Old Well,1986,,小西天,2023-06-09 19:00:00,2023-06-09 21:10:00
通讯员,Courier,1986,,小西天,2023-06-10 11:00:00,2023-06-10 12:27:00
士兵之歌,Ballada o Soldate,1959,,小西天,2023-06-10 13:10:00,2023-06-10 14:37:00
天堂孤影,Shadows in Paradise,1986,,百子湾,2023-06-10 13:30:00,2023-06-10 14:44:00
升空号,Ariel,1988,,百子湾,2023-06-10 15:15:00,2023-06-10 16:28:00
雁南飞,The Cranes Are Flying,1957,,小西天,2023-06-10 15:30:00,2023-06-10 17:06:00
我聘请了职业杀手,I Hired a Contract Killer,1990,,百子湾,2023-06-10 17:00:00,2023-06-10 18:19:00
我是古巴,I Am Cuba,1964,,小西天,2023-06-10 18:00:00,2023-06-10 20:21:00
俄罗斯方舟,Russian Ark,2002,,小西天,2023-06-11 10:30:00,2023-06-11 12:09:00
潜行者,Stalker,1979,,小西天,2023-06-11 13:00:00,2023-06-11 15:42:00
波希米亚生活,The Bohemian Life,1992,,百子湾,2023-06-11 13:30:00,2023-06-11 15:12:00
尤哈,Juha,1999,,百子湾,2023-06-11 15:45:00,2023-06-11 17:03:00
无人知晓,Nobody Knows,2004,,小西天,2023-06-11 16:30:00,2023-06-11 18:51:00
希望的另一面,The Other Side of Hope,2017,,百子湾,2023-06-11 17:35:00,2023-06-11 19:10:00
海街日记,Our Little Sister,2015,,小西天,2023-06-11 19:40:00,2023-06-11 21:47:00
追鱼,The Scholar and the Fairy Carp,1959,,小西天(2),2023-06-13 18:30:00,2023-06-13 19:59:00
中央车站,Central Station,1998,,小西天,2023-06-13 19:00:00,2023-06-13 20:53:00
法兰西,France,2021,,小西天(2),2023-06-14 18:30:00,2023-06-14 20:43:00
哈尔滨之夜,A Night In Harbin,1948,,小西天,2023-06-14 19:00:00,2023-06-14 20:40:00
三毛流浪记,The Winter of Three Hairs,1949,,百子湾,2023-06-14 19:00:00,2023-06-14 20:14:00
掬水月在手,Like the Dyer's Hand,2020,,小西天(2),2023-06-15 18:30:00,2023-06-15 20:30:00
弗兰西丝·哈,Frances Ha,2012,,小西天,2023-06-15 19:00:00,2023-06-15 20:26:00
心迷宫,Deep in the Heart,2014,,小西天(2),2023-06-16 18:30:00,2023-06-16 20:20:00
风吹麦浪,The Wind that Shakes the Barley,2006,,小西天,2023-06-16 19:00:00,2023-06-16 21:01:00
白日焰火,"Black Coal, Thin Ice",2014,,百子湾,2023-06-16 19:00:00,2023-06-16 20:45:00
步履不停,Still Walking,2008,,小西天,2023-06-17 10:30:00,2023-06-17 12:24:00
比海更深,After the Storm,2016,,小西天,2023-06-17 13:10:00,2023-06-17 15:08:00
不要再见啊，鱼花塘,Virgin Blue,2021,,百子湾,2023-06-17 13:30:00,2023-06-17 15:11:00
八部半,8½,1963,,百子湾,2023-06-17 15:45:00,2023-06-17 18:04:00
亲密,Close,2022,,小西天,2023-06-17 16:00:00,2023-06-17 17:45:00
海上钢琴师,The Legend of 1900,1998,,小西天,2023-06-17 18:30:00,2023-06-17 20:35:00
甜蜜的生活,The Sweet Life,1960,,百子湾,2023-06-17 18:40:00,2023-06-17 21:35:00
寻找小津,Tokyo-Ga,1985,,小西天,2023-06-18 11:00:00,2023-06-18 12:32:00
第三度嫌疑人,The Third Murder,2017,,百子湾,2023-06-18 13:30:00,2023-06-18 15:34:00
寻子遇仙记,The Kid,1921,,小西天,2023-06-18 13:30:00,2023-06-18 14:23:00
钢的琴,The Piano in a Factory,2010,,小西天,2023-06-18 15:30:00,2023-06-18 17:29:00
真相,The Truth,2019,,百子湾,2023-06-18 16:10:00,2023-06-18 17:56:00
索尔之子,Son of Saul,2015,,百子湾,2023-06-18 18:30:00,2023-06-18 20:17:00
晒后假日,Aftersun,2022,,小西天,2023-06-18 18:30:00,2023-06-18 20:11:00
白蛇传,White Snake's Legend,2007,,小西天(2),2023-06-20 18:30:00,2023-06-20 20:30:00
路边野餐,Kaili Blues,2015,,小西天,2023-06-20 19:00:00,2023-06-20 20:50:00
祖国的花朵,Flowers of our Motherland,1955,,百子湾,2023-06-21 19:00:00,2023-06-21 20:19:00
驴子巴特萨,Au hasard Balthazar,1966,,小西天,2023-06-24 11:00:00,2023-06-24 12:35:00
穆谢特,Mouchette,1967,,小西天,2023-06-24 13:20:00,2023-06-24 14:41:00
白蛇传·情,White Snake,2019,,小西天,2023-06-24 15:30:00,2023-06-24 17:11:00
晒后假日,Aftersun,2022,,小西天,2023-06-24 19:00:00,2023-06-24 20:41:00
奥兰多,Orlando,1992,,小西天,2023-06-25 19:00:00,2023-06-25 20:33:00
温蒂和露西,Wendy and Lucy,2008,,百子湾,2023-06-25 19:00:00,2023-06-25 20:20:00
锁麟囊,The Unicorn Purse,2008,,小西天(2),2023-06-27 18:30:00,2023-06-27 20:35:00
龙虾,The Lobster,2015,,小西天,2023-06-27 19:00:00,2023-06-27 20:58:00
南极料理人,The Chef of South Polar,2009,,小西天(2),2023-06-28 18:30:00,2023-06-28 20:35:00
神笔+草原英雄小姐妹,The Magical Pen+Two Sisters on Grassland,1955,,小西天,2023-06-28 19:00:00,2023-06-28 20:04:00
小兵张嘎,"Zhang Ga, The Soldier Boy",1963,,百子湾,2023-06-28 19:00:00,2023-06-28 20:46:00
恐惧的代价,The Wages of Fear,1953,,小西天(2),2023-06-29 18:30:00,2023-06-29 21:03:00
恶魔,Diabolique,1955,,小西天(2),2023-06-30 18:30:00,2023-06-30 20:27:00
酒会,The Party,2017,,百子湾,2023-06-30 19:00:00,2023-06-30 20:10:00
