name,englishName,year,director,cinima,playTime,endTime
完美的日子,Perfect Days,2023,,百子湾,2025-06-07 16:10:00,2025-06-07 18:15:00
2046,2046,2004,,小西天,2025-06-07 18:00:00,2025-06-07 20:09:00
激情,Passion,2008,,百子湾,2025-06-07 18:45:00,2025-06-07 20:40:00
爱乐之城,La La Land,2016,,小西天,2025-06-08 10:30:00,2025-06-08 12:39:00
旺角卡门,As Tears Go By,1988,,小西天,2025-06-08 13:30:00,2025-06-08 15:09:00
各有少年时,Everybody Wants Some!!,2016,,百子湾,2025-06-08 13:30:00,2025-06-08 15:26:00
堕落天使,Fallen Angels,1995,,小西天,2025-06-08 16:00:00,2025-06-08 17:39:00
小森林 夏秋篇,Little Forest: Summer & Autumn,2014,,百子湾,2025-06-08 16:00:00,2025-06-08 17:53:00
春光乍泄,Happy Together,1997,,小西天,2025-06-08 18:30:00,2025-06-08 20:06:00
小森林 冬春篇,Little Forest: Winter & Spring,2015,,百子湾,2025-06-08 18:30:00,2025-06-08 20:30:00
返魂香,Die For loving,1941,,小西天,2025-06-09 19:00:00,2025-06-09 20:38:00
异乡来客,The Coffin Painter,2024,,小西天(2),2025-06-09 19:30:00,2025-06-09 21:05:00
天仙配,Marriage of the Fairy Princess,1955,,小西天(2),2025-06-10 18:30:00,2025-06-10 20:10:00
昨日欢愉,Old Joy,2006,,小西天,2025-06-10 19:00:00,2025-06-10 20:13:00
米克的近路,Meeks Cutoff,2011,,小西天(2),2025-06-11 18:30:00,2025-06-11 20:13:00
美国之窗,A Glimpse of Amercia,1952,,小西天,2025-06-11 19:00:00,2025-06-11 20:07:00
鸡毛信,The Letter With Feathers,1954,,百子湾,2025-06-11 19:00:00,2025-06-11 20:15:00
托里和洛奇塔,Tori and Lokita,2022,,小西天(2),2025-06-12 18:30:00,2025-06-12 19:59:00
黑道与家族,The Family,2020,,小西天,2025-06-12 19:00:00,2025-06-12 21:16:00
波尔多囚犯,Visiting Hours,2024,,小西天(2),2025-06-13 18:30:00,2025-06-13 20:18:00
大法官金斯伯格,RBG,2018,,百子湾,2025-06-13 19:00:00,2025-06-13 20:38:00
海上钢琴师,The Legend of 1900,1998,,小西天,2025-06-13 19:00:00,2025-06-13 21:05:00
想象之光,All We Imagine as Light,2024,,小西天,2025-06-14 11:00:00,2025-06-14 12:58:00
审判,The Trial,1962,,百子湾,2025-06-14 13:30:00,2025-06-14 15:29:00
穆赫兰道,Mulholland Drive,2001,,小西天,2025-06-14 13:40:00,2025-06-14 16:07:00
春天的故事,A Tale of Springtime,1990,,百子湾,2025-06-14 16:00:00,2025-06-14 17:47:00
红辣椒,Paprika,2006,,小西天,2025-06-14 16:45:00,2025-06-14 18:15:00
冬天的故事,A Tale of Winter,1992,,百子湾,2025-06-14 18:15:00,2025-06-14 20:09:00
奇爱博士,National Theatre Live: Dr. Strangelove,2025,,小西天,2025-06-14 19:00:00,2025-06-14 21:08:00
晒后假日,Aftersun,2022,,小西天,2025-06-15 10:30:00,2025-06-15 12:11:00
宇宙探索编辑部,Journey to the West,2023,,小西天,2025-06-15 13:00:00,2025-06-15 14:58:00
回归,The Return,2003,,百子湾,2025-06-15 13:30:00,2025-06-15 15:16:00
如父如子,"Like Father, Like Son",2013,,小西天,2025-06-15 15:40:00,2025-06-15 17:40:00
夏天的故事,A Summers Tale,1996,,百子湾,2025-06-15 15:45:00,2025-06-15 17:39:00
秋天的故事,Autumn Tale,1998,,百子湾,2025-06-15 18:10:00,2025-06-15 20:01:00
牺牲,The Sacrifice,1986,,小西天,2025-06-15 18:30:00,2025-06-15 20:59:00
武松,Wu Song,1963,,小西天(2),2025-06-17 18:30:00,2025-06-17 20:27:00
海街日记,Our Little Sister,2015,,小西天,2025-06-17 19:00:00,2025-06-17 21:07:00
卡门,Carmen,1983,,小西天(2),2025-06-18 18:30:00,2025-06-18 20:11:00
关连长,Captain Guan,1951,,小西天,2025-06-18 19:00:00,2025-06-18 20:43:00
宋景诗,Song Jingshi,1955,,百子湾,2025-06-18 19:00:00,2025-06-18 21:15:00
出租车,Taxi Tehran,2015,,小西天(2),2025-06-19 18:30:00,2025-06-19 19:52:00
路边野餐,Kaili Blues,2015,,小西天,2025-06-19 19:00:00,2025-06-19 20:50:00
金币灰黄,Leilas Brothers,2022,,小西天(2),2025-06-20 18:30:00,2025-06-20 21:10:00
夏日细语,The Quiet Girl,2022,,百子湾,2025-06-20 19:00:00,2025-06-20 20:35:00
地球最后的夜晚,Long Days Journey  Night,2018,,小西天,2025-06-20 19:00:00,2025-06-20 21:18:00
帝国的毁灭,Downfall,2004,,小西天,2025-06-21 10:30:00,2025-06-21 13:05:00
爱情神话,B for Busy,2021,,百子湾,2025-06-21 13:30:00,2025-06-21 15:22:00
流浪艺人,The Travelling Players,1975,,小西天,2025-06-21 14:00:00,2025-06-21 17:51:00
厨房,La Cocina,2024,,百子湾,2025-06-21 16:00:00,2025-06-21 18:19:00
猎人,The Hunters,1977,,小西天,2025-06-21 18:30:00,2025-06-21 20:59:00
之后,The Day After,2017,,百子湾,2025-06-21 19:00:00,2025-06-21 20:31:00
中产阶级的审慎魅力,The Discreet Charm of the Bourgeoisie,1972,,小西天,2025-06-22 11:00:00,2025-06-22 12:42:00
奇美拉,La Chimera,2023,,百子湾,2025-06-22 13:30:00,2025-06-22 15:36:00
塞瑟岛之旅,Voyage to Cythera,1984,,小西天,2025-06-22 13:30:00,2025-06-22 15:49:00
想象之光,All We Imagine as Light,2024,,百子湾,2025-06-22 16:00:00,2025-06-22 17:58:00
养蜂人,The Beekeeper,1986,,小西天,2025-06-22 16:30:00,2025-06-22 18:32:00
穆赫兰道,Mulholland Drive,2001,,百子湾,2025-06-22 18:30:00,2025-06-22 20:57:00
雾中风景,Landscape in the Mist,1988,,小西天,2025-06-22 19:15:00,2025-06-22 21:19:00
盖叫天的舞台艺术,The Stage Art of Gai Jiaotian,1954,,小西天(2),2025-06-24 18:30:00,2025-06-24 20:05:00
激情,Passion,2008,,小西天,2025-06-24 19:00:00,2025-06-24 20:55:00
小森林 夏秋篇,Little Forest: Summer & Autumn,2014,,小西天(2),2025-06-25 18:30:00,2025-06-25 20:23:00
雾海夜航,Sailing In A Foggy Night,1957,,小西天,2025-06-25 19:00:00,2025-06-25 20:23:00
我这一辈子,This Life of Mine,1950,,百子湾,2025-06-25 19:00:00,2025-06-25 20:48:00
小森林 冬春篇,Little Forest: Winter & Spring,2015,,小西天(2),2025-06-26 18:30:00,2025-06-26 20:30:00
完美的日子,Perfect Days,2023,,小西天,2025-06-26 19:00:00,2025-06-26 21:05:00
情长谊深,Loyal Partners,1957,,小西天(2),2025-06-27 18:30:00,2025-06-27 20:14:00
英雄,Hero,2002,,小西天,2025-06-27 19:00:00,2025-06-27 20:39:00
晒后假日,Aftersun,2022,,百子湾,2025-06-27 19:00:00,2025-06-27 20:41:00
审判,The Trial,1962,,小西天,2025-06-28 10:30:00,2025-06-28 12:29:00
帝国的毁灭,Downfall,2004,,小西天,2025-06-28 13:15:00,2025-06-28 15:50:00
法外之徒,Band of Outsiders,1964,,百子湾,2025-06-28 13:30:00,2025-06-28 15:05:00
中产阶级的审慎魅力,The Discreet Charm of the Bourgeoisie,1972,,百子湾,2025-06-28 15:30:00,2025-06-28 17:12:00
鹳鸟踟蹰,The Suspended Step of the Stork,1991,,小西天,2025-06-28 16:30:00,2025-06-28 18:52:00
卡门,Carmen,1983,,百子湾,2025-06-28 17:40:00,2025-06-28 19:21:00
永恒和一日,Eternity and a Day,1998,,小西天,2025-06-28 19:30:00,2025-06-28 21:43:00
李米的猜想,The Equation of Love and Death,2008,,小西天,2025-06-29 11:00:00,2025-06-29 12:36:00
大法官金斯伯格,RBG,2018,,小西天,2025-06-29 13:20:00,2025-06-29 14:58:00
漫长的告白,Yanagawa,2021,,百子湾,2025-06-29 13:30:00,2025-06-29 15:23:00
哭泣的草原,Trilogy: The Weeping Meadow,2004,,小西天,2025-06-29 15:40:00,2025-06-29 18:29:00
牺牲,The Sacrifice,1986,,百子湾,2025-06-29 16:00:00,2025-06-29 18:29:00
之后,The Day After,2017,,百子湾,2025-06-29 19:00:00,2025-06-29 20:31:00
时光之尘,The Dust of Time,2008,,小西天,2025-06-29 19:10:00,2025-06-29 21:17:00
