name,englishName,year,director,cinima,playTime,endTime
爱情神话,B for Busy,2021,邵艺辉,百子湾,2024-08-10 13:30:00,2024-08-10 15:22:00
大话西游之月光宝盒,A Chinese Odyssey Part One - Pandora's Box,1995,刘镇伟 Jeffrey Lau,小西天,2024-08-10 13:40:00,2024-08-10 15:08:00
世纪穿梭,Guest from the Future,2024,亚历山大·安德里尤先科,小西天(2),2024-08-10 15:30:00,2024-08-10 17:51:00
大话西游之大圣娶亲,A Chinese Odyssey Part Two - Cinderella,1995,刘镇伟 Jeffrey Lau,小西天,2024-08-10 16:00:00,2024-08-10 17:35:00
弗兰兹,,2016,弗朗索瓦·欧容 François Ozon,百子湾,2024-08-10 16:00:00,2024-08-10 17:53:00
温蒂妮,Undine,2020,克里斯蒂安·佩措尔德 Christian Petzold,百子湾,2024-08-10 18:30:00,2024-08-10 20:00:00
苔丝,Tess,1979,罗曼·波兰斯基,小西天,2024-08-10 18:30:00,2024-08-10 21:22:00
步履不停,Still Walking,2008,是枝裕和 Hirokazu Koreeda,小西天,2024-08-11 10:30:00,2024-08-11 12:24:00
乘船而去,Gone with the Boat,2023,陈小雨,小西天,2024-08-11 13:15:00,2024-08-11 14:54:00
白丝带,The White Ribbon,2009,迈克尔·哈内克 Michael Haneke,百子湾,2024-08-11 13:30:00,2024-08-11 15:53:00
鲸鱼马戏团,Werckmeister Harmonies,2000,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,小西天,2024-08-11 15:40:00,2024-08-11 18:06:00
小森林 夏秋篇,Little Forest: Summer & Autumn,2014,森淳一,百子湾,2024-08-11 16:30:00,2024-08-11 18:23:00
小森林 冬春篇,Little Forest: Winter & Spring,2015,森淳一,百子湾,2024-08-11 19:00:00,2024-08-11 21:00:00
都灵之马,The Turin Horse,2011,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,小西天,2024-08-11 19:00:00,2024-08-11 21:34:00
白蛇：浮生,White Snake: Aflot,2024,陈健喜/李佳锴,小西天,2024-08-13 15:00:00,2024-08-13 17:15:00
利维坦,Leviafan,2014,安德烈·兹维亚金采夫,小西天,2024-08-13 19:00:00,2024-08-13 21:21:00
回归,The Return,2003,安德烈·兹维亚金采夫,小西天(2),2024-08-14 18:30:00,2024-08-14 20:16:00
方珍珠,Fang Zhenzhu,1952,徐昌霖,百子湾,2024-08-14 19:00:00,2024-08-14 20:37:00
我这一辈子,This Life of Mine,1950,石挥,小西天,2024-08-14 19:00:00,2024-08-14 20:48:00
将爱放逐,The Banishment,2007,安德烈·兹维亚金采夫 Andrey Zvyagintsev,小西天(2),2024-08-15 18:30:00,2024-08-15 21:07:00
红高粱,Red Sorghum,1988,张艺谋,小西天,2024-08-15 19:00:00,2024-08-15 20:32:00
无爱可诉,Loveless,2017,安德烈·兹维亚金采夫 Andrey Zvyagintsev,小西天(2),2024-08-16 18:30:00,2024-08-16 20:37:00
乌鸦与麻雀,Crows and Sparrows,1949,郑君里,小西天,2024-08-16 19:00:00,2024-08-16 20:53:00
情书,Love Letter,1995,岩井俊二,百子湾,2024-08-16 19:00:00,2024-08-16 20:57:00
奥兰多,Orlando,1992,莎莉·波特 Sally Potter,小西天,2024-08-17 10:30:00,2024-08-17 12:03:00
绑架卡拉扬,Kidnap Karajan,1988,张建亚,小西天,2024-08-17 13:00:00,2024-08-17 14:43:00
飞行员的妻子,The Aviator's Wife,1981,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-17 13:30:00,2024-08-17 15:16:00
好姻缘,A Good Marriage,1982,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-17 15:45:00,2024-08-17 17:24:00
三毛从军记,SanMao Joins the Army,1992,张建亚/张建亚,小西天,2024-08-17 16:10:00,2024-08-17 17:45:00
沙滩上的宝莲,Pauline at the Beach,1983,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-17 18:00:00,2024-08-17 19:34:00
王先生之欲火焚身,Mr.Wang's Burning Desire,1993,张建亚,小西天,2024-08-17 19:10:00,2024-08-17 20:50:00
大李小李和老李,"Big Li, Young Li and Old Li",1962,谢晋,小西天,2024-08-18 11:00:00,2024-08-18 12:29:00
茶馆,The Teahouse,1982,谢添,小西天,2024-08-18 13:10:00,2024-08-18 15:08:00
圆月映花都,Full Moon in Paris,1984,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-18 13:30:00,2024-08-18 15:11:00
绿光,The Green Ray,1986,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-18 15:45:00,2024-08-18 17:23:00
美国往事,Once Upon a Time in America,1984,赛尔乔·莱昂内 Sergio Leone,小西天,2024-08-18 16:00:00,2024-08-18 20:11:00
女友的男友,My Girlfriend's Boyfriend,1987,埃里克·侯麦 Éric Rohmer,百子湾,2024-08-18 18:00:00,2024-08-18 19:43:00
红楼梦,The Dream of Red Mansions,1962,岑范,小西天(2),2024-08-20 18:30:00,2024-08-20 21:11:00
金色茧房,Inside the Yellow Cocoon Shell,2023,范天安,小西天,2024-08-20 19:00:00,2024-08-20 21:59:00
苔丝,Tess,1979,罗曼·波兰斯基,小西天(2),2024-08-21 18:30:00,2024-08-21 21:22:00
浪子双娃,A Vagabond and Two Women,1962,袁仰安,百子湾,2024-08-21 19:00:00,2024-08-21 20:44:00
龙须沟,Dragon Beard Ditch,1952,冼群,小西天,2024-08-21 19:00:00,2024-08-21 20:51:00
独自在夜晚的海边,On the Beach at Night Alone,2017,洪常秀,小西天(2),2024-08-22 18:30:00,2024-08-22 20:10:00
大桥下面,Under the Bridge,1983,白沉,小西天,2024-08-22 19:00:00,2024-08-22 20:56:00
奥菲斯小姐,Office,1994,鲍芝芳/肖荣生,小西天(2),2024-08-23 18:30:00,2024-08-23 20:14:00
完美陌生人,Perfect Strangers,2016,保罗·杰诺维塞,百子湾,2024-08-23 19:00:00,2024-08-23 20:36:00
地下,Underground,1995,埃米尔·库斯图里卡 Emir Kusturiča,小西天,2024-08-23 19:00:00,2024-08-23 21:50:00
横竖横,Go for Broke,2001,王光利,小西天,2024-08-24 11:00:00,2024-08-24 12:29:00
小森林 夏秋篇,Little Forest: Summer & Autumn,2014,森淳一,百子湾,2024-08-24 13:30:00,2024-08-24 15:23:00
不成问题的问题,Mr. No Problem,2017,梅峰,小西天,2024-08-24 13:30:00,2024-08-24 15:42:00
小森林 冬春篇,Little Forest: Winter & Spring,2015,森淳一,百子湾,2024-08-24 16:00:00,2024-08-24 18:00:00
美国往事,Once Upon a Time in America,1984,赛尔乔·莱昂内 Sergio Leone,小西天,2024-08-24 16:30:00,2024-08-24 20:41:00
看不见的客人,The Invisible Guest,2016,奥里奥尔·保罗 Oriol Paulo,百子湾,2024-08-24 18:30:00,2024-08-24 20:16:00
绝美之城,The Great Beauty,2013,保罗·索伦蒂诺,小西天,2024-08-25 10:30:00,2024-08-25 12:51:00
西比勒,Sibyl,2019,茹斯汀·特里耶,百子湾,2024-08-25 13:30:00,2024-08-25 15:11:00
年轻气盛,Youth,2015,保罗·索伦蒂诺,小西天,2024-08-25 13:30:00,2024-08-25 15:29:00
海鸥食堂,Kamome Diner,2006,荻上直子 Naoko Ogigami,百子湾,2024-08-25 15:40:00,2024-08-25 17:22:00
故都春晓图+春江水暖,As Spring Comes Along+Dwelling in the Fuchun Mountains,2024,顾晓刚,小西天,2024-08-25 16:10:00,2024-08-25 18:49:00
特写,Close-Up,1990,阿巴斯·基亚罗斯塔米,百子湾,2024-08-25 18:00:00,2024-08-25 19:38:00
下一个素熙,Next Sohee,2022,郑朱莉,小西天,2024-08-25 19:30:00,2024-08-25 21:47:00
女驸马,Female Consort Prince,1959,刘琼,小西天(2),2024-08-27 18:30:00,2024-08-27 20:13:00
气球,Balloon,2019,万玛才旦,小西天,2024-08-27 19:00:00,2024-08-27 20:42:00
她,Elle,2016,保罗·范霍文 Paul Verhoeven,小西天(2),2024-08-28 18:30:00,2024-08-28 20:40:00
浪子双娃,A Vagabond and Two Women,1962,袁仰安,小西天,2024-08-28 19:00:00,2024-08-28 20:44:00
我这一辈子,This Life of Mine,1950,石挥,百子湾,2024-08-28 19:00:00,2024-08-28 20:48:00
西比勒,Sibyl,2019,茹斯汀·特里耶,小西天(2),2024-08-29 18:30:00,2024-08-29 20:11:00
鲸鱼马戏团,Werckmeister Harmonies,2000,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,小西天,2024-08-29 19:00:00,2024-08-29 21:26:00
奥兰多,Orlando,1992,莎莉·波特 Sally Potter,小西天(2),2024-08-30 18:30:00,2024-08-30 20:03:00
骆驼祥子,Rickshaw Boy / Luotuo xiangzi/ 骆驼祥子 / 駱駝祥子（4K/2K）,1982,凌子风,小西天,2024-08-30 19:00:00,2024-08-30 20:57:00
都灵之马,The Turin Horse,2011,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,百子湾,2024-08-30 19:00:00,2024-08-30 21:34:00
琳达想吃鸡肉！,Chicken for Linda!,2023,塞巴斯蒂安·劳德巴克/奇娅拉·马尔塔,小西天,2024-08-31 11:00:00,2024-08-31 12:16:00
惠子，凝视,"Small, Slow but Steady",2022,三宅唱,小西天,2024-08-31 13:00:00,2024-08-31 14:39:00
平原上的夏洛克,Summer Detective,2019,徐磊,百子湾,2024-08-31 13:30:00,2024-08-31 15:08:00
河畔须臾,Riverside Mukolitta,2021,荻上直子 Naoko Ogigami,小西天,2024-08-31 15:30:00,2024-08-31 17:30:00
无爱可诉,Loveless,2017,安德烈·兹维亚金采夫 Andrey Zvyagintsev,百子湾,2024-08-31 15:40:00,2024-08-31 17:47:00
利维坦,Leviafan,2014,安德烈·兹维亚金采夫,百子湾,2024-08-31 18:15:00,2024-08-31 20:36:00
初步举证,National Theatre Live: Prima Facie,2022,贾斯汀·马丁,小西天,2024-08-31 18:30:00,2024-08-31 20:18:00
