name,englishName,year,director,cinima,playTime,endTime
燃烧的影像,Images on Fire,2015,黎涛,小西天(2),2024-08-01 18:30:00,2024-08-01 20:06:00
关连长,Guan lianzhang / Company Commander Guan / Captain Guan / 关连长 / 關連長（2K）,1951,石挥,小西天,2024-08-01 19:00:00,2024-08-01 20:43:00
永安镇故事集,Ripples of Life,2023,魏书钧,小西天(2),2024-08-02 18:30:00,2024-08-02 20:33:00
特写,Close-Up,1990,阿巴斯·基亚罗斯塔米,百子湾,2024-08-02 19:00:00,2024-08-02 20:38:00
白丝带,The White Ribbon,2009,迈克尔·哈内克 Michael Haneke,小西天,2024-08-02 19:00:00,2024-08-02 21:23:00
回归,The Return,2003,安德烈·兹维亚金采夫,小西天,2024-08-03 10:30:00,2024-08-03 12:16:00
将爱放逐,The Banishment,2007,安德烈·兹维亚金采夫 Andrey Zvyagintsev,小西天,2024-08-03 13:00:00,2024-08-03 15:37:00
海鸥食堂,Kamome Diner,2006,荻上直子 Naoko Ogigami,百子湾,2024-08-03 13:30:00,2024-08-03 15:12:00
河畔须臾,Riverside Mukolitta,2021,荻上直子 Naoko Ogigami,百子湾,2024-08-03 15:45:00,2024-08-03 17:45:00
绝美之城,The Great Beauty,2013,保罗·索伦蒂诺,小西天,2024-08-03 16:30:00,2024-08-03 18:51:00
她,Elle,2016,保罗·范霍文 Paul Verhoeven,百子湾,2024-08-03 18:15:00,2024-08-03 20:25:00
年轻气盛,Youth,2015,保罗·索伦蒂诺,小西天,2024-08-03 19:30:00,2024-08-03 21:29:00
完美陌生人,Perfect Strangers,2016,保罗·杰诺维塞,小西天,2024-08-04 10:30:00,2024-08-04 12:07:00
看不见的客人,The Invisible Guest,2016,奥里奥尔·保罗 Oriol Paulo,小西天,2024-08-04 13:00:00,2024-08-04 14:46:00
琳达想吃鸡肉！,Chicken for Linda!,2023,塞巴斯蒂安·劳德巴克/奇娅拉·马尔塔,百子湾,2024-08-04 13:30:00,2024-08-04 14:46:00
路边野餐,Kaili Blues,2015,毕赣,百子湾,2024-08-04 15:15:00,2024-08-04 17:05:00
地下,Underground,1995,埃米尔·库斯图里卡 Emir Kusturiča,小西天,2024-08-04 15:30:00,2024-08-04 18:20:00
金色茧房,Inside the Yellow Cocoon Shell,2023,范天安,百子湾,2024-08-04 17:40:00,2024-08-04 20:39:00
独自在夜晚的海边,On the Beach at Night Alone,2017,洪常秀,小西天,2024-08-04 19:00:00,2024-08-04 20:40:00
白鹤起舞之地,Where The White Cranes Dance,2024,米哈伊尔·卢卡切夫斯基,小西天,2024-08-05 19:00:00,2024-08-05 20:35:00
旅行的女人,Off the Rails,2023,安东·马斯洛夫,小西天(2),2024-08-06 19:00:00,2024-08-06 20:50:00
我亲爱的怪兽,My Sweet Monster,2021,维克托·格卢胡申/马克西姆·沃尔科夫,小西天(2),2024-08-07 19:00:00,2024-08-07 20:37:00
龙须沟,Dragon Beard Ditch,1952,冼群,百子湾,2024-08-07 19:00:00,2024-08-07 20:51:00
光,The Light,2023,安东·科洛梅兹,小西天(2),2024-08-08 19:00:00,2024-08-08 20:48:00
号令风的人,Lord of the Wind,2023,伊格尔·沃洛申,小西天(2),2024-08-09 19:00:00,2024-08-09 20:39:00
乡愁,Nostalghia,1983,安德烈·塔可夫斯基 Andrei Tarkovsky,百子湾,2024-08-09 19:00:00,2024-08-09 21:06:00
情书,Love Letter,1995,岩井俊二,小西天,2024-08-10 11:00:00,2024-08-10 12:57:00
侦探金克,Detective Chirp & The Golden Beehive,2022,安德烈·日特科夫,小西天(2),2024-08-10 13:00:00,2024-08-10 14:21:00
