name,englishName,year,director,cinima,playTime,endTime
乡野,Vicissitude,2024,,小西天,2025-03-18 19:00:00,2025-03-18 20:33:00
狗生,Chiennes de vie,2023,,小西天(2),2025-03-19 18:30:00,2025-03-19 20:02:00
小玩意,The Little Toys,1933,,小西天,2025-03-19 19:00:00,2025-03-19 20:48:00
一剪梅,A Spray of Plum Blossoms,1931,,百子湾,2025-03-19 19:00:00,2025-03-19 20:57:00
马尔多罗行动,Maldoror,2024,,小西天(2),2025-03-20 18:30:00,2025-03-20 21:05:00
顽主,The Trouble-shooters,1988,,小西天,2025-03-20 19:00:00,2025-03-20 20:44:00
陨落之星,The Falling Star,2023,,小西天(2),2025-03-21 18:30:00,2025-03-21 20:08:00
暗号,The High Sign,1921,,小西天,2025-03-21 19:00:00,2025-03-21 19:20:00
双姝奇缘,Four Adventures of Reinette and Mirabelle,1987,,百子湾,2025-03-21 19:00:00,2025-03-21 20:35:00
了不起的巴斯特,The Great Buster: A Celebration,2018,,小西天,2025-03-22 11:00:00,2025-03-22 12:42:00
稻草人,The Scarecrow,1920,,小西天,2025-03-22 13:30:00,2025-03-22 13:53:00
飞行员的妻子,The Aviators Wife,1981,,百子湾,2025-03-22 13:30:00,2025-03-22 15:16:00
好姻缘,A Good Marriage,1982,,百子湾,2025-03-22 15:45:00,2025-03-22 17:24:00
西行,Go West,1925,,小西天,2025-03-22 16:00:00,2025-03-22 17:23:00
沙滩上的宝莲,Pauline at the Beach,1983,,百子湾,2025-03-22 18:00:00,2025-03-22 19:34:00
让娜·迪尔曼,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",1975,,小西天,2025-03-22 18:00:00,2025-03-22 21:21:00
战将巴特勒,Battling Butler,1926,,小西天,2025-03-23 11:00:00,2025-03-23 12:18:00
将军号,The General,1926,,小西天,2025-03-23 13:00:00,2025-03-23 14:19:00
圆月映花都,Full Moon in Paris,1984,,百子湾,2025-03-23 13:30:00,2025-03-23 15:11:00
船长二世,"Steamboat Bill, Jr.",1928,,小西天,2025-03-23 15:00:00,2025-03-23 16:11:00
绿光,The Green Ray,1986,,百子湾,2025-03-23 15:40:00,2025-03-23 17:18:00
天窗,National Theatre Live: Skylight,2014,,小西天,2025-03-23 17:00:00,2025-03-23 19:42:00
女友的男友,My Girlfriends Boyfriend,1987,,百子湾,2025-03-23 17:45:00,2025-03-23 19:28:00
花木兰,Hua Mulan,1956,,小西天(2),2025-03-25 18:30:00,2025-03-25 20:17:00
海上钢琴师,The Legend of 1900,1998,,小西天,2025-03-25 19:00:00,2025-03-25 21:05:00
乌斯特雷姆,Between Two Worlds,2021,,小西天(2),2025-03-26 18:30:00,2025-03-26 20:17:00
新女性,New Women,1934,,小西天,2025-03-26 19:00:00,2025-03-26 20:48:00
小玩意,The Little Toys,1933,,百子湾,2025-03-26 19:00:00,2025-03-26 20:48:00
归来,Coming Home,1934,,小西天(2),2025-03-27 18:30:00,2025-03-27 20:04:00
想象之光,All We Imagine as Light,2024,,小西天,2025-03-27 19:00:00,2025-03-27 20:58:00
大卫·林奇：艺术人生,David Lynch - The Art Life,2016,,小西天(2),2025-03-28 18:30:00,2025-03-28 19:58:00
归省,A Piece of Time,2014,,小西天,2025-03-28 19:00:00,2025-03-28 19:26:00
转转,Adrift in Tokyo,2007,,百子湾,2025-03-28 19:00:00,2025-03-28 20:41:00
法外之徒,Band of Outsiders,1964,,小西天,2025-03-29 11:00:00,2025-03-29 12:35:00
于洛先生的假期,Mr. Hulots Holiday,1953,,小西天,2025-03-29 13:30:00,2025-03-29 14:58:00
我的马塞洛,Marcello Mio,2024,,百子湾,2025-03-29 13:30:00,2025-03-29 15:30:00
我的舅舅,My Uncle,1958,,小西天,2025-03-29 15:40:00,2025-03-29 17:35:00
甜蜜的生活,The Sweet Life,1960,,百子湾,2025-03-29 16:00:00,2025-03-29 18:55:00
42街,42nd Street: The Musical,2019,,小西天,2025-03-29 18:30:00,2025-03-29 20:43:00
八部半,8½,1963,,百子湾,2025-03-29 19:30:00,2025-03-29 21:48:00
绝美之城,The Great Beauty,2013,,小西天,2025-03-30 11:00:00,2025-03-30 13:21:00
晒后假日,Aftersun,2022,,百子湾,2025-03-30 13:30:00,2025-03-30 15:11:00
年轻气盛,Youth,2015,,小西天,2025-03-30 14:00:00,2025-03-30 15:59:00
步履不停,Still Walking,2008,,百子湾,2025-03-30 15:40:00,2025-03-30 17:35:00
玩乐时间,Play Time,1967,,小西天,2025-03-30 16:40:00,2025-03-30 18:44:00
比海更深,After the Storm,2016,,百子湾,2025-03-30 18:00:00,2025-03-30 19:57:00
交通意外,Traffic,1971,,小西天,2025-03-30 19:30:00,2025-03-30 21:07:00
