name,englishName,year,director,cinima,playTime,endTime
三大队,Endless Journey,2023,戴墨,小西天,2024-05-01 09:00:00,2024-05-01 10:50:00
红毯先生,The Movie Empero,2023,宁浩,小西天,2024-05-01 11:35:00,2024-05-01 13:15:00
涉过愤怒的海,Across the Furious Sea,2023,曹保平,小西天,2024-05-01 14:05:00,2024-05-01 16:05:00
第二十条,Article 20,2024,张艺谋 Yimou Zhang,小西天,2024-05-01 16:50:00,2024-05-01 18:50:00
白塔之光,The Shadowless Tower,2023,张律,小西天,2024-05-01 19:35:00,2024-05-01 21:59:00
觅渡,Pathfinders,2023,宁敬武,小西天,2024-05-02 09:00:00,2024-05-02 10:40:00
不虚此行,All Ears,2023,刘伽茵,小西天,2024-05-02 11:20:00,2024-05-02 13:00:00
年会不能停！,Johnny Keep Walking!,2023,董润年,小西天,2024-05-02 13:40:00,2024-05-02 15:20:00
检察风云,The Procurator,2023,麦兆辉,小西天,2024-05-02 16:00:00,2024-05-02 17:30:00
一闪一闪亮星星,Shining for One Thing,2023,陈小明/章攀,小西天,2024-05-02 18:15:00,2024-05-02 19:35:00
水草长生,The Earth Abides,2021,荀伟平,小西天,2024-05-02 20:25:00,2024-05-02 22:09:00
椰林深处,Women's Tales,2023,江平/牛犇/傅绍杰,小西天,2024-05-03 09:00:00,2024-05-03 10:20:00
不止不休,The Best Is Yet to Come,2023,王晶,小西天,2024-05-03 11:05:00,2024-05-03 12:35:00
老枪,A Long Shot,2023,高鹏,小西天,2024-05-03 13:25:00,2024-05-03 14:55:00
草木人间,Dwelling in the Fuchun Mountains 2：Qiantang River,2024,顾晓刚,小西天,2024-05-03 15:45:00,2024-05-03 17:25:00
保你平安,Post Truth,2023,大鹏,小西天,2024-05-03 18:05:00,2024-05-03 19:35:00
孔秀,Kong Xiu,2024,王超,小西天,2024-05-03 20:20:00,2024-05-03 22:08:00
吾爱敦煌,Great Love Dunhuang,2023,苗月,小西天,2024-05-04 09:00:00,2024-05-04 10:20:00
龙马精神,,2023,杨子,小西天,2024-05-04 11:00:00,2024-05-04 12:40:00
河边的错误,,2023,魏书钧 Shujun Wei,小西天,2024-05-04 13:30:00,2024-05-04 14:50:00
银河写手,,2024,李阔/单丹丹,小西天,2024-05-04 15:35:00,2024-05-04 16:55:00
追月,Off the Stage,2024,乔梁,小西天,2024-05-04 17:40:00,2024-05-04 19:20:00
流水落花,Lost Love,2023,贾胜枫,小西天,2024-05-04 20:10:00,2024-05-04 21:43:00
白蛇传,White Snake's Legend,2007,陈胜利/黎涛,小西天(2),2024-05-07 18:30:00,2024-05-07 20:30:00
天使爱美丽,Amelie,2001,让-皮埃尔·热内,小西天,2024-05-07 19:00:00,2024-05-07 21:01:00
鸟类变形记,The Metamorphosis of Birds,2020,卡塔里娜·瓦斯康塞洛斯,小西天(2),2024-05-08 18:30:00,2024-05-08 20:11:00
假凤虚凰,Phony Phoenixes,1947,黄佐临,小西天,2024-05-08 19:00:00,2024-05-08 20:31:00
腐蚀,Fushi / Corrosion / 腐蚀 / 腐蝕（2K）,1950,黄佐临,百子湾,2024-05-08 19:00:00,2024-05-08 21:26:00
表,The Watch,1949,黄佐临,小西天(2),2024-05-09 18:30:00,2024-05-09 20:20:00
法式火锅,The Taste of Things,2023,陈英雄,小西天,2024-05-09 19:00:00,2024-05-09 21:15:00
气球,Balloon,2019,万玛才旦,小西天(2),2024-05-10 18:30:00,2024-05-10 20:12:00
独自在夜晚的海边,On the Beach at Night Alone,2017,洪常秀,百子湾,2024-05-10 19:00:00,2024-05-10 20:40:00
金币灰黄,Leila's Brothers,2022,赛义德·鲁斯塔伊,小西天,2024-05-10 19:00:00,2024-05-10 21:40:00
青木瓜之味,The Scent of Green Papaya,1993,陈英雄,百子湾,2024-05-11 19:00:00,2024-05-11 20:39:00
穆赫兰道,Mulholland Drive,2001,大卫·林奇 David Lynch,小西天,2024-05-11 19:00:00,2024-05-11 21:27:00
乡愁,Nostalghia,1983,安德烈·塔可夫斯基 Andrei Tarkovsky,小西天,2024-05-12 10:30:00,2024-05-12 12:36:00
小妈妈,Little Mom,2021,瑟琳·席安玛 Céline Sciamma,百子湾,2024-05-12 13:30:00,2024-05-12 14:42:00
脐带,The Cord of Life,2023,乔思雪,小西天,2024-05-12 13:30:00,2024-05-12 15:06:00
三只猴子,Three Monkeys,2008,努里·比格·杰兰,百子湾,2024-05-12 15:10:00,2024-05-12 16:56:00
鲸鱼马戏团,Werckmeister Harmonies,2000,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,小西天,2024-05-12 16:00:00,2024-05-12 18:26:00
野梨树,The Wild Pear Tree,2018,努里·比格·杰兰 Nuri Bilge Ceylan,百子湾,2024-05-12 17:30:00,2024-05-12 20:38:00
