name,englishName,year,director,cinima,playTime,endTime
回放,Playback,2012,,小西天,2023-11-18 13:30:00,2023-11-18 15:23:00
春天的故事,A Tale of Springtime,1990,,百子湾,2023-11-18 15:45:00,2023-11-18 17:32:00
死神的呼唤,The Shout,1978,,小西天,2023-11-18 16:30:00,2023-11-18 17:56:00
冬天的故事,A Tale of Winter,1992,,百子湾,2023-11-18 18:00:00,2023-11-18 19:54:00
月光,Moonlighting,1982,,小西天,2023-11-18 19:00:00,2023-11-18 20:37:00
你的鸟儿会唱歌,And Your Bird Can Sing,2018,,小西天,2023-11-19 11:00:00,2023-11-19 12:46:00
惠子，凝视,"Small, Slow but Steady",2022,,小西天,2023-11-19 13:30:00,2023-11-19 15:09:00
拨浪鼓咚咚响,Like Father and Son,2023,,百子湾,2023-11-19 13:30:00,2023-11-19 15:07:00
夏天的故事,A Summer's Tale,1996,,百子湾,2023-11-19 15:40:00,2023-11-19 17:34:00
与安娜的四个夜晚,Four Nights with Anna,2008,,小西天,2023-11-19 17:00:00,2023-11-19 18:27:00
秋天的故事,Autumn Tale,1998,,百子湾,2023-11-19 18:00:00,2023-11-19 19:51:00
必要的杀戮,Essential Killing,2010,,小西天,2023-11-19 19:15:00,2023-11-19 20:38:00
梁山伯与祝英台,Liang Shanbo and Zhu Yingtai,1954,,小西天(2),2023-11-21 18:30:00,2023-11-21 20:21:00
大李小李和老李,"Dali xiaoli he laoli / Big Li, Young Li and Old Li / 大李小李和老李（2K）",1962,,小西天,2023-11-21 19:00:00,2023-11-21 20:22:00
草间弥生的生活,Kusama: Infinity-The Life and Art of Yayoi Kusama,2018,,小西天(2),2023-11-22 18:30:00,2023-11-22 19:46:00
二百五小传,Anecdotes of An Actor,1949,,百子湾,2023-11-22 19:00:00,2023-11-22 20:36:00
控诉,Accusation,1951,,小西天,2023-11-22 19:00:00,2023-11-22 20:31:00
亚历山大·麦昆：浮生如秀,McQueen,2018,,小西天(2),2023-11-23 18:30:00,2023-11-23 20:20:00
被嫌弃的松子的一生,Memories of Matsuko,2006,,小西天,2023-11-23 19:00:00,2023-11-23 21:10:00
不要再见啊，鱼花塘,Virgin Blue,2021,,小西天(2),2023-11-24 18:30:00,2023-11-24 20:11:00
驴叫,EO,2022,,小西天,2023-11-24 19:00:00,2023-11-24 20:28:00
汉娜·阿伦特,Hannah Arendt,2012,,百子湾,2023-11-24 19:00:00,2023-11-24 20:53:00
红辣椒,Paprika,2006,,小西天,2023-11-25 10:30:00,2023-11-25 12:00:00
洛可兄弟,Rocco and His Brothers,1960,,小西天,2023-11-25 12:45:00,2023-11-25 15:44:00
家在水草丰茂的地方,River Road,2014,,百子湾,2023-11-25 13:30:00,2023-11-25 15:13:00
甜蜜的生活,The Sweet Life,1960,,百子湾,2023-11-25 15:45:00,2023-11-25 18:40:00
死神的呼唤,The Shout,1978,,小西天,2023-11-25 16:30:00,2023-11-25 17:56:00
月光,Moonlighting,1982,,小西天,2023-11-25 19:00:00,2023-11-25 20:37:00
八部半,8½,1963,,百子湾,2023-11-25 19:10:00,2023-11-25 21:29:00
无辜,The Innocent,1976,,小西天,2023-11-26 10:30:00,2023-11-26 12:33:00
豹,The Leopard,1963,,小西天,2023-11-26 13:15:00,2023-11-26 16:21:00
格雷戈尔夫妇-跟我来电影院吧,Come With Me to the Cinema – The Gregors,2022,,百子湾,2023-11-26 13:30:00,2023-11-26 16:05:00
随心所欲,My Life to Live,1962,,百子湾,2023-11-26 16:40:00,2023-11-26 18:04:00
与安娜的四个夜晚,Four Nights with Anna,2008,,小西天,2023-11-26 17:00:00,2023-11-26 18:27:00
脸庞，村庄,Faces Places,2017,,百子湾,2023-11-26 18:40:00,2023-11-26 20:09:00
必要的杀戮,Essential Killing,2010,,小西天,2023-11-26 19:15:00,2023-11-26 20:38:00
情探,Love Detective,1958,,小西天(2),2023-11-28 18:30:00,2023-11-28 19:54:00
乐满哈瓦那,Buena Vista Social Club,1999,,小西天,2023-11-28 19:00:00,2023-11-28 20:45:00
会心一曲,Knowing the Score,2023,,小西天(2),2023-11-29 18:30:00,2023-11-29 20:00:00
几番风雨,The Hard Life,1949,,百子湾,2023-11-29 19:00:00,2023-11-29 20:46:00
一场风波,A Wave of Unrest,1954,,小西天,2023-11-29 19:00:00,2023-11-29 20:27:00
走钢丝的人,Man on Wire,2008,,小西天(2),2023-11-30 18:30:00,2023-11-30 20:04:00
罗曼蒂克消亡史,The Wasted Times,2016,,小西天,2023-11-30 19:00:00,2023-11-30 21:05:00
